13.00000,5.00000,3.00000
13.00000,5.00000,4.00000
13.00000,6.00000,3.00000
13.00000,6.00000,4.00000
13.00000,7.00000,3.00000
13.00000,7.00000,4.00000
13.00000,8.00000,3.00000
13.00000,8.00000,4.00000
14.00000,5.00000,3.00000
14.00000,5.00000,4.00000
14.00000,6.00000,3.00000
14.00000,6.00000,4.00000
14.00000,7.00000,3.00000
14.00000,7.00000,4.00000
14.00000,8.00000,3.00000
14.00000,8.00000,4.00000
15.00000,5.00000,3.00000
15.00000,5.00000,4.00000
15.00000,6.00000,3.00000
15.00000,6.00000,4.00000
15.00000,7.00000,3.00000
15.00000,7.00000,4.00000
15.00000,8.00000,3.00000
15.00000,8.00000,4.00000
16.00000,5.00000,3.00000
16.00000,5.00000,4.00000
16.00000,6.00000,3.00000
16.00000,6.00000,4.00000
16.00000,7.00000,3.00000
16.00000,7.00000,4.00000
16.00000,8.00000,3.00000
16.00000,8.00000,4.00000
